10	2021/1/11 21:10:51	25	24.9946	25
11	2021/1/11 21:10:52	25	24.997	25	
12	2021/1/11 21:10:53	25	24.9973	25	
13	2021/1/11 21:10:54	25	24.9987	25	
14	2021/1/11 21:10:55	25	24.9993	25	
15	2021/1/11 21:10:56	25	24.9988	25	
16	2021/1/11 21:10:57	25	24.9986	25	
17	2021/1/11 21:10:58	25	24.9987	25	
18	2021/1/11 21:10:59	25	24.999	25	
19	2021/1/11 21:11:00	25	25.0009	25	
20	2021/1/11 21:11:01	25	25.0035	25	
21	2021/1/11 21:11:02	25	25.003	25	
22	2021/1/11 21:11:03	25	25.0029	25	
23	2021/1/11 21:11:04	25	25.0031	25	
24	2021/1/11 21:11:05	25	25.0035	25	
25	2021/1/11 21:11:06	25	25.0045	25	
26	2021/1/11 21:11:07	25	25.0048	25	
27	2021/1/11 21:11:08	25	25.0059	25	
28	2021/1/11 21:11:09	25	25.007	25	
29	2021/1/11 21:11:10	25	25.0069	25	
30	2021/1/11 21:11:11	25	25.006	25	
31	2021/1/11 21:11:12	25	25.0055	25	
32	2021/1/11 21:11:13	25	25.0043	25	
33	2021/1/11 21:11:14	25	25.0042	25	
34	2021/1/11 21:11:15	25	25.0027	25	
35	2021/1/11 21:11:16	25	25.0023	25	
36	2021/1/11 21:11:17	25	25.0025	25	
37	2021/1/11 21:11:18	25	25.0019	25	
38	2021/1/11 21:11:19	25	25.0012	25	
39	2021/1/11 21:11:20	25	25.0005	25	
40	2021/1/11 21:11:21	25	24.9988	25	
41	2021/1/11 21:11:22	25	24.9978	25	
42	2021/1/11 21:11:23	25	24.9975	25	
43	2021/1/11 21:11:24	25	24.9949	25	
44	2021/1/11 21:11:25	25	24.9938	25	
45	2021/1/11 21:11:26	25	24.993	25	
46	2021/1/11 21:11:27	25	24.993	25	
47	2021/1/11 21:11:28	25	24.9945	25	
48	2021/1/11 21:11:29	25	24.9959	25	
49	2021/1/11 21:11:30	25	24.9945	25	
50	2021/1/11 21:11:31	25	24.9945	25	
51	2021/1/11 21:11:32	25	24.9955	25	
52	2021/1/11 21:11:33	25	24.9943	25	
53	2021/1/11 21:11:34	25	24.997	25	
54	2021/1/11 21:11:35	25	24.9982	25	
55	2021/1/11 21:11:36	25	24.9997	25	
56	2021/1/11 21:11:37	25	25.0001	25	
57	2021/1/11 21:11:38	25	25.0039	25	
58	2021/1/11 21:11:39	25	25.0036	25	
59	2021/1/11 21:11:40	25	25.0031	25	
60	2021/1/11 21:11:41	25	25.0031	25	
61	2021/1/11 21:11:42	25	25.0028	25	
62	2021/1/11 21:11:43	25	25.0041	25	
63	2021/1/11 21:11:44	25	25.006	25	
64	2021/1/11 21:11:45	25	25.0089	25	
65	2021/1/11 21:11:46	25	25.0091	25	
66	2021/1/11 21:11:47	25	25.0075	25	
67	2021/1/11 21:11:48	25	25.0075	25	
68	2021/1/11 21:11:49	25	25.009	25	
69	2021/1/11 21:11:50	25	25.0086	25	
70	2021/1/11 21:11:51	25	25.0093	25	
71	2021/1/11 21:11:52	25	25.0102	25	
72	2021/1/11 21:11:53	25	25.0116	25	
73	2021/1/11 21:11:54	25	25.0127	25	
74	2021/1/11 21:11:55	25	25.0128	25	
75	2021/1/11 21:11:56	25	25.0123	25	
76	2021/1/11 21:11:57	25	25.013	25	
77	2021/1/11 21:11:58	25	25.0124	25	
78	2021/1/11 21:11:59	25	25.0117	25	
79	2021/1/11 21:12:00	25	25.012	25	
80	2021/1/11 21:12:01	25	25.0119	25	
81	2021/1/11 21:12:02	25	25.0111	25	
82	2021/1/11 21:12:03	25	25.0103	25	
83	2021/1/11 21:12:04	25	25.0094	25	
84	2021/1/11 21:12:05	25	25.0089	25	
85	2021/1/11 21:12:06	25	25.009	25	
86	2021/1/11 21:12:07	25	25.008	25	
87	2021/1/11 21:12:08	25	25.0083	25	
88	2021/1/11 21:12:09	25	25.0099	25	
89	2021/1/11 21:12:10	25	25.0108	25	
90	2021/1/11 21:12:11	25	25.0109	25	
91	2021/1/11 21:12:12	25	25.0109	25	
92	2021/1/11 21:12:13	25	25.0099	25	
93	2021/1/11 21:12:14	25	25.0082	25	
94	2021/1/11 21:12:15	25	25.0062	25	
95	2021/1/11 21:12:16	25	25.0049	25	
96	2021/1/11 21:12:17	25	25.0035	25	
97	2021/1/11 21:12:18	25	25.0023	25	
98	2021/1/11 21:12:19	25	25.002	25	
99	2021/1/11 21:12:20	25	25.0014	25	
100	2021/1/11 21:12:21	25	24.9998	25	
101	2021/1/11 21:12:22	25	24.999	25	
102	2021/1/11 21:12:23	25	24.9974	25	
103	2021/1/11 21:12:24	25	24.9961	25	
104	2021/1/11 21:12:25	25	24.9947	25	
105	2021/1/11 21:12:26	25	24.9941	25	
106	2021/1/11 21:12:27	25	24.9905	25	
107	2021/1/11 21:12:28	25	24.9885	25	
108	2021/1/11 21:12:29	25	24.9862	25	
109	2021/1/11 21:12:30	25	24.9824	25	
110	2021/1/11 21:12:31	25	24.9821	25	
111	2021/1/11 21:12:32	25	24.9805	25	
112	2021/1/11 21:12:33	25	24.9814	25	
113	2021/1/11 21:12:34	25	24.9838	25	
114	2021/1/11 21:12:35	25	24.9842	25	
115	2021/1/11 21:12:37	25	24.9858	25	
116	2021/1/11 21:12:38	25	24.9867	25	
117	2021/1/11 21:12:39	25	24.9866	25	
118	2021/1/11 21:12:40	25	24.9879	25	
119	2021/1/11 21:12:41	25	24.9891	25	
120	2021/1/11 21:12:42	25	24.9893	25	
121	2021/1/11 21:12:43	25	24.9892	25	
122	2021/1/11 21:12:44	25	24.9916	25	
123	2021/1/11 21:12:45	25	24.9919	25	
124	2021/1/11 21:12:46	25	24.9907	25	
125	2021/1/11 21:12:47	25	24.9899	25	
126	2021/1/11 21:12:48	25	24.991	25	
127	2021/1/11 21:12:49	25	24.993	25	
128	2021/1/11 21:12:50	25	24.9963	25	
129	2021/1/11 21:12:51	25	24.998	25	
130	2021/1/11 21:12:52	25	24.9993	25	
131	2021/1/11 21:12:53	25	25.0006	25	
132	2021/1/11 21:12:54	25	25.0011	25	
133	2021/1/11 21:12:55	25	25.0023	25	
134	2021/1/11 21:12:56	25	25.0038	25	
135	2021/1/11 21:12:57	25	25.0058	25	
136	2021/1/11 21:12:58	25	25.0063	25	
137	2021/1/11 21:12:59	25	25.0069	25	
138	2021/1/11 21:13:00	25	25.0069	25	
139	2021/1/11 21:13:01	25	25.008	25	
140	2021/1/11 21:13:02	25	25.008	25	
141	2021/1/11 21:13:03	25	25.0088	25	
142	2021/1/11 21:13:04	25	25.0104	25	
143	2021/1/11 21:13:05	25	25.0092	25	
144	2021/1/11 21:13:06	25	25.0079	25	
145	2021/1/11 21:13:07	25	25.0068	25	
146	2021/1/11 21:13:08	25	25.0058	25	
147	2021/1/11 21:13:09	25	25.0057	25	
148	2021/1/11 21:13:10	25	25.0044	25	
149	2021/1/11 21:13:11	25	25.0053	25	
150	2021/1/11 21:13:12	25	25.0065	25	
151	2021/1/11 21:13:13	25	25.0075	25	
152	2021/1/11 21:13:14	25	25.0084	25	
153	2021/1/11 21:13:15	25	25.0084	25	
154	2021/1/11 21:13:16	25	25.0081	25	
155	2021/1/11 21:13:17	25	25.0075	25	
156	2021/1/11 21:13:18	25	25.0082	25	
157	2021/1/11 21:13:19	25	25.0077	25	
158	2021/1/11 21:13:20	25	25.0074	25	
159	2021/1/11 21:13:21	25	25.0062	25	
160	2021/1/11 21:13:22	25	25.0036	25	
161	2021/1/11 21:13:23	25	25.0025	25	
162	2021/1/11 21:13:24	25	25.0006	25	
163	2021/1/11 21:13:25	25	25.0009	25	
164	2021/1/11 21:13:26	25	25.0008	25	
165	2021/1/11 21:13:27	25	24.9994	25	
166	2021/1/11 21:13:28	25	24.998	25	
167	2021/1/11 21:13:29	25	24.9977	25	
168	2021/1/11 21:13:30	25	24.9955	25	
169	2021/1/11 21:13:31	25	24.9938	25	
170	2021/1/11 21:13:32	25	24.9942	25	
171	2021/1/11 21:13:33	25	24.9937	25	
172	2021/1/11 21:13:34	25	24.9937	25	
173	2021/1/11 21:13:35	25	24.9923	25	
174	2021/1/11 21:13:36	25	24.9916	25	
175	2021/1/11 21:13:37	25	24.9893	25	
176	2021/1/11 21:13:38	25	24.9879	25	
177	2021/1/11 21:13:39	25	24.9837	25	
178	2021/1/11 21:13:40	25	24.9834	25	
179	2021/1/11 21:13:41	25	24.9854	25	
180	2021/1/11 21:13:42	25	24.9847	25	
181	2021/1/11 21:13:43	25	24.9844	25	
182	2021/1/11 21:13:44	25	24.9831	25	
183	2021/1/11 21:13:45	25	24.9817	25	
184	2021/1/11 21:13:46	25	24.9816	25	
185	2021/1/11 21:13:47	25	24.9816	25	
186	2021/1/11 21:13:48	25	24.9839	25	
187	2021/1/11 21:13:49	25	24.9844	25	
188	2021/1/11 21:13:50	25	24.9852	25	
189	2021/1/11 21:13:51	25	24.987	25	
190	2021/1/11 21:13:52	25	24.9906	25	
191	2021/1/11 21:13:53	25	24.9917	25	
192	2021/1/11 21:13:54	25	24.9902	25	
193	2021/1/11 21:13:55	25	24.9897	25	
194	2021/1/11 21:13:56	25	24.9894	25	
195	2021/1/11 21:13:57	25	24.9878	25	
196	2021/1/11 21:13:58	25	24.9878	25	
197	2021/1/11 21:13:59	25	24.9867	25	
198	2021/1/11 21:14:00	25	24.9876	25	
199	2021/1/11 21:14:01	25	24.9875	25	
200	2021/1/11 21:14:02	25	24.9888	25	
201	2021/1/11 21:14:03	25	24.9915	25	
202	2021/1/11 21:14:04	25	24.9917	25	
203	2021/1/11 21:14:05	25	24.9912	25	
204	2021/1/11 21:14:06	25	24.9912	25	
205	2021/1/11 21:14:07	25	24.9906	25	
206	2021/1/11 21:14:08	25	24.9908	25	
207	2021/1/11 21:14:09	25	24.9906	25	
208	2021/1/11 21:14:10	25	24.9932	25	
209	2021/1/11 21:14:11	25	24.9939	25	
210	2021/1/11 21:14:12	25	24.9955	25	
211	2021/1/11 21:14:13	25	24.9954	25	
212	2021/1/11 21:14:14	25	24.9944	25	
213	2021/1/11 21:14:15	25	24.9964	25	
214	2021/1/11 21:14:16	25	24.9962	25	
215	2021/1/11 21:14:17	25	24.9954	25	
216	2021/1/11 21:14:18	25	24.9938	25	
217	2021/1/11 21:14:19	25	24.9936	25	
218	2021/1/11 21:14:20	25	24.9926	25	
219	2021/1/11 21:14:21	25	24.9904	25	
220	2021/1/11 21:14:22	25	24.9907	25	
221	2021/1/11 21:14:23	25	24.9924	25	
222	2021/1/11 21:14:24	25	24.9929	25	
223	2021/1/11 21:14:25	25	24.9931	25	
224	2021/1/11 21:14:26	25	24.9945	25	
225	2021/1/11 21:14:27	25	24.9948	25	
226	2021/1/11 21:14:28	25	24.995	25	
227	2021/1/11 21:14:29	25	24.9948	25	
228	2021/1/11 21:14:30	25	24.9971	25	
229	2021/1/11 21:14:31	25	24.9983	25	
230	2021/1/11 21:14:32	25	25.0001	25	
231	2021/1/11 21:14:33	25	25.0009	25	
232	2021/1/11 21:14:34	25	25.0009	25	
233	2021/1/11 21:14:35	25	25.0022	25	
234	2021/1/11 21:14:36	25	25.0027	25	
235	2021/1/11 21:14:37	25	25.0018	25	
236	2021/1/11 21:14:38	25	25.0009	25	
237	2021/1/11 21:14:39	25	24.9999	25	
238	2021/1/11 21:14:40	25	25.0005	25	
239	2021/1/11 21:14:41	25	25.001	25	
240	2021/1/11 21:14:42	25	25.002	25	
241	2021/1/11 21:14:43	25	25.0017	25	
242	2021/1/11 21:14:44	25	25.0007	25	
243	2021/1/11 21:14:45	25	25.0006	25	
244	2021/1/11 21:14:46	25	25.0009	25	
245	2021/1/11 21:14:47	25	24.9989	25	
246	2021/1/11 21:14:48	25	24.9992	25	
247	2021/1/11 21:14:49	25	24.9999	25	
248	2021/1/11 21:14:50	25	25.0019	25	
249	2021/1/11 21:14:51	25	25.0022	25	
250	2021/1/11 21:14:52	25	25.0029	25	
251	2021/1/11 21:14:53	25	25.0028	25	
252	2021/1/11 21:14:54	25	25.0033	25	
253	2021/1/11 21:14:55	25	25.0033	25	
254	2021/1/11 21:14:56	25	25.0014	25	
255	2021/1/11 21:14:57	25	25.0016	25	
256	2021/1/11 21:14:58	25	25.0028	25	
257	2021/1/11 21:14:59	25	25.0032	25	
258	2021/1/11 21:15:00	25	25.0031	25	
259	2021/1/11 21:15:01	25	25.0025	25	
260	2021/1/11 21:15:02	25	25.0011	25	
261	2021/1/11 21:15:03	25	24.9996	25	
262	2021/1/11 21:15:04	25	24.9995	25	
263	2021/1/11 21:15:05	25	24.9997	25	
264	2021/1/11 21:15:06	25	25.002	25	
265	2021/1/11 21:15:07	25	25.0036	25	
266	2021/1/11 21:15:08	25	25.0064	25	
267	2021/1/11 21:15:09	25	25.0048	25	
268	2021/1/11 21:15:11	25	25.0023	25	
269	2021/1/11 21:15:12	25	25.0028	25	
270	2021/1/11 21:15:13	25	25.0038	25	
271	2021/1/11 21:15:14	25	25.0034	25	
272	2021/1/11 21:15:15	25	25.0036	25	
273	2021/1/11 21:15:16	25	25.0053	25	
274	2021/1/11 21:15:17	25	25.005	25	
275	2021/1/11 21:15:18	25	25.0074	25	
276	2021/1/11 21:15:19	25	25.0054	25	
277	2021/1/11 21:15:20	25	25.0036	25	
278	2021/1/11 21:15:21	25	25.0038	25	
279	2021/1/11 21:15:22	25	25.0027	25	
280	2021/1/11 21:15:23	25	25.0036	25	
281	2021/1/11 21:15:24	25	25.0026	25	
282	2021/1/11 21:15:25	25	25.0024	25	
283	2021/1/11 21:15:26	25	25.0025	25	
284	2021/1/11 21:15:27	25	25.0035	25	
285	2021/1/11 21:15:28	25	25.0037	25	
286	2021/1/11 21:15:29	25	25.0039	25	
287	2021/1/11 21:15:30	25	25.0043	25	
288	2021/1/11 21:15:31	25	25.002	25	
289	2021/1/11 21:15:32	25	25.0008	25	
290	2021/1/11 21:15:33	25	25.0001	25	
291	2021/1/11 21:15:34	25	25.0002	25	
292	2021/1/11 21:15:35	25	25.0004	25	
293	2021/1/11 21:15:36	25	25.0003	25	
294	2021/1/11 21:15:37	25	24.9993	25	
295	2021/1/11 21:15:38	25	24.9997	25	
296	2021/1/11 21:15:39	25	24.9997	25	
297	2021/1/11 21:15:40	25	24.9993	25	
298	2021/1/11 21:15:41	25	25.0009	25	
299	2021/1/11 21:15:42	25	25.0002	25	
300	2021/1/11 21:15:43	25	24.9999	25	
301	2021/1/11 21:15:44	25	25.0006	25	
302	2021/1/11 21:15:45	25	25.0006	25	
303	2021/1/11 21:15:46	25	24.9992	25	
304	2021/1/11 21:15:47	25	24.9991	25	
305	2021/1/11 21:15:48	25	24.9997	25	
306	2021/1/11 21:15:49	25	24.9996	25	
307	2021/1/11 21:15:50	25	24.999	25	
308	2021/1/11 21:15:51	25	24.9979	25	
309	2021/1/11 21:15:52	25	24.9964	25	
310	2021/1/11 21:15:53	25	24.9932	25	
311	2021/1/11 21:15:54	25	24.9928	25	
312	2021/1/11 21:15:55	25	24.9936	25	
313	2021/1/11 21:15:56	25	24.9924	25	
314	2021/1/11 21:15:57	25	24.9939	25	
315	2021/1/11 21:15:58	25	24.9948	25	
316	2021/1/11 21:15:59	25	24.9948	25	
317	2021/1/11 21:16:00	25	24.9956	25	
318	2021/1/11 21:16:01	25	24.9958	25	
319	2021/1/11 21:16:02	25	24.9954	25	
320	2021/1/11 21:16:03	25	24.9959	25	
321	2021/1/11 21:16:04	25	24.9956	25	
322	2021/1/11 21:16:05	25	24.9956	25	
323	2021/1/11 21:16:06	25	24.9954	25	
324	2021/1/11 21:16:07	25	24.9964	25	
325	2021/1/11 21:16:08	25	24.9961	25	
326	2021/1/11 21:16:09	25	24.9954	25	
327	2021/1/11 21:16:10	25	24.996	25	
328	2021/1/11 21:16:11	25	24.9944	25	
329	2021/1/11 21:16:12	25	24.9959	25	
330	2021/1/11 21:16:13	25	24.9961	25	
331	2021/1/11 21:16:14	25	24.9965	25	
332	2021/1/11 21:16:15	25	24.9975	25	
333	2021/1/11 21:16:16	25	24.998	25	
334	2021/1/11 21:16:17	25	24.9999	25	
335	2021/1/11 21:16:18	25	24.9997	25	
336	2021/1/11 21:16:19	25	25.0007	25	
337	2021/1/11 21:16:20	25	25.0001	25	
338	2021/1/11 21:16:21	25	25.0005	25	
339	2021/1/11 21:16:22	25	25.0011	25	
340	2021/1/11 21:16:23	25	25.0004	25	
341	2021/1/11 21:16:24	25	24.9992	25	
342	2021/1/11 21:16:25	25	24.9978	25	
343	2021/1/11 21:16:26	25	24.9974	25	
344	2021/1/11 21:16:27	25	24.9971	25	
345	2021/1/11 21:16:28	25	24.9966	25	
346	2021/1/11 21:16:29	25	24.995	25	
347	2021/1/11 21:16:30	25	24.9951	25	
348	2021/1/11 21:16:31	25	24.9978	25	
349	2021/1/11 21:16:32	25	24.9989	25	
350	2021/1/11 21:16:33	25	25.0008	25	
