21	2021/1/11 19:36:14	25	24.9943	25
22	2021/1/11 19:36:15	25	24.9939	25	
23	2021/1/11 19:36:16	25	24.992	25	
24	2021/1/11 19:36:17	25	24.9913	25	
25	2021/1/11 19:36:18	25	24.9909	25	
26	2021/1/11 19:36:19	25	24.9914	25	
27	2021/1/11 19:36:20	25	24.9909	25	
28	2021/1/11 19:36:21	25	24.9907	25	
29	2021/1/11 19:36:22	25	24.9891	25	
30	2021/1/11 19:36:23	25	24.9872	25	
31	2021/1/11 19:36:24	25	24.9866	25	
32	2021/1/11 19:36:25	25	24.9848	25	
33	2021/1/11 19:36:26	25	24.9844	25	
34	2021/1/11 19:36:27	25	24.9851	25	
35	2021/1/11 19:36:28	25	24.9862	25	
36	2021/1/11 19:36:29	25	24.9861	25	
37	2021/1/11 19:36:30	25	24.985	25	
38	2021/1/11 19:36:31	25	24.9863	25	
39	2021/1/11 19:36:32	25	24.9871	25	
40	2021/1/11 19:36:33	25	24.989	25	
41	2021/1/11 19:36:34	25	24.9914	25	
42	2021/1/11 19:36:35	25	24.9911	25	
43	2021/1/11 19:36:36	25	24.9909	25	
44	2021/1/11 19:36:37	25	24.9879	25	
45	2021/1/11 19:36:38	25	24.9878	25	
46	2021/1/11 19:36:39	25	24.9882	25	
47	2021/1/11 19:36:40	25	24.9865	25	
48	2021/1/11 19:36:41	25	24.9861	25	
49	2021/1/11 19:36:42	25	24.9853	25	
50	2021/1/11 19:36:43	25	24.9877	25	
51	2021/1/11 19:36:44	25	24.9883	25	
52	2021/1/11 19:36:45	25	24.9884	25	
53	2021/1/11 19:36:46	25	24.9889	25	
54	2021/1/11 19:36:47	25	24.9883	25	
55	2021/1/11 19:36:48	25	24.9894	25	
56	2021/1/11 19:36:49	25	24.9901	25	
57	2021/1/11 19:36:50	25	24.9913	25	
58	2021/1/11 19:36:51	25	24.9913	25	
59	2021/1/11 19:36:52	25	24.9912	25	
60	2021/1/11 19:36:53	25	24.9927	25	
61	2021/1/11 19:36:54	25	24.9942	25	
62	2021/1/11 19:36:55	25	24.9966	25	
63	2021/1/11 19:36:56	25	24.9972	25	
64	2021/1/11 19:36:57	25	24.9984	25	
65	2021/1/11 19:36:58	25	24.9974	25	
66	2021/1/11 19:36:59	25	25.0008	25	
67	2021/1/11 19:37:00	25	25.0014	25	
68	2021/1/11 19:37:02	25	25.0019	25	
69	2021/1/11 19:37:03	25	25.002	25	
70	2021/1/11 19:37:04	25	25.002	25	
71	2021/1/11 19:37:05	25	25.0016	25	
72	2021/1/11 19:37:06	25	25.0026	25	
73	2021/1/11 19:37:07	25	24.9999	25	
74	2021/1/11 19:37:08	25	24.9991	25	
75	2021/1/11 19:37:09	25	24.9985	25	
76	2021/1/11 19:37:10	25	24.9991	25	
77	2021/1/11 19:37:11	25	25.0011	25	
78	2021/1/11 19:37:12	25	25.0021	25	
79	2021/1/11 19:37:13	25	25.0032	25	
80	2021/1/11 19:37:14	25	25.0031	25	
81	2021/1/11 19:37:15	25	25.0035	25	
82	2021/1/11 19:37:16	25	25.0042	25	
83	2021/1/11 19:37:17	25	25.0035	25	
84	2021/1/11 19:37:18	25	25.0024	25	
85	2021/1/11 19:37:19	25	25.0027	25	
86	2021/1/11 19:37:20	25	24.9998	25	
87	2021/1/11 19:37:21	25	24.9986	25	
88	2021/1/11 19:37:22	25	24.9955	25	
89	2021/1/11 19:37:23	25	24.9943	25	
90	2021/1/11 19:37:24	25	24.9927	25	
91	2021/1/11 19:37:25	25	24.992	25	
92	2021/1/11 19:37:26	25	24.9911	25	
93	2021/1/11 19:37:27	25	24.9903	25	
94	2021/1/11 19:37:28	25	24.9908	25	
95	2021/1/11 19:37:29	25	24.9906	25	
96	2021/1/11 19:37:30	25	24.9902	25	
97	2021/1/11 19:37:31	25	24.9899	25	
98	2021/1/11 19:37:32	25	24.9903	25	
99	2021/1/11 19:37:33	25	24.9925	25	
100	2021/1/11 19:37:34	25	24.9934	25	
101	2021/1/11 19:37:35	25	24.9917	25	
102	2021/1/11 19:37:36	25	24.9919	25	
103	2021/1/11 19:37:37	25	24.9912	25	
104	2021/1/11 19:37:38	25	24.9921	25	
105	2021/1/11 19:37:39	25	24.9897	25	
106	2021/1/11 19:37:40	25	24.9885	25	
107	2021/1/11 19:37:41	25	24.9881	25	
108	2021/1/11 19:37:42	25	24.9893	25	
109	2021/1/11 19:37:43	25	24.99	25	
110	2021/1/11 19:37:44	25	24.9905	25	
111	2021/1/11 19:37:45	25	24.9903	25	
112	2021/1/11 19:37:46	25	24.9918	25	
113	2021/1/11 19:37:47	25	24.9925	25	
114	2021/1/11 19:37:48	25	24.9937	25	
115	2021/1/11 19:37:49	25	24.9934	25	
116	2021/1/11 19:37:50	25	24.9933	25	
117	2021/1/11 19:37:51	25	24.994	25	
118	2021/1/11 19:37:52	25	24.9946	25	
119	2021/1/11 19:37:53	25	24.9957	25	
120	2021/1/11 19:37:54	25	24.9949	25	
121	2021/1/11 19:37:55	25	24.9935	25	
122	2021/1/11 19:37:56	25	24.9946	25	
123	2021/1/11 19:37:57	25	24.9929	25	
124	2021/1/11 19:37:58	25	24.9928	25	
125	2021/1/11 19:37:59	25	24.9917	25	
126	2021/1/11 19:38:00	25	24.9924	25	
127	2021/1/11 19:38:01	25	24.9923	25	
128	2021/1/11 19:38:02	25	24.9918	25	
129	2021/1/11 19:38:03	25	24.9908	25	
130	2021/1/11 19:38:04	25	24.9886	25	
131	2021/1/11 19:38:05	25	24.9875	25	
132	2021/1/11 19:38:06	25	24.9861	25	
133	2021/1/11 19:38:07	25	24.986	25	
134	2021/1/11 19:38:08	25	24.986	25	
135	2021/1/11 19:38:09	25	24.986	25	
136	2021/1/11 19:38:10	25	24.9879	25	
137	2021/1/11 19:38:11	25	24.9877	25	
138	2021/1/11 19:38:12	25	24.9879	25	
139	2021/1/11 19:38:13	25	24.99	25	
140	2021/1/11 19:38:14	25	24.9895	25	
141	2021/1/11 19:38:15	25	24.9908	25	
142	2021/1/11 19:38:16	25	24.9914	25	
143	2021/1/11 19:38:17	25	24.993	25	
144	2021/1/11 19:38:18	25	24.9944	25	
145	2021/1/11 19:38:19	25	24.9971	25	
146	2021/1/11 19:38:20	25	24.9958	25	
147	2021/1/11 19:38:21	25	24.9937	25	
148	2021/1/11 19:38:22	25	24.9949	25	
149	2021/1/11 19:38:23	25	24.9994	25	
150	2021/1/11 19:38:24	25	25.0001	25	
151	2021/1/11 19:38:25	25	24.998	25	
152	2021/1/11 19:38:26	25	24.9985	25	
153	2021/1/11 19:38:27	25	24.9984	25	
154	2021/1/11 19:38:28	25	24.9975	25	
155	2021/1/11 19:38:29	25	24.9966	25	
156	2021/1/11 19:38:30	25	24.9938	25	
157	2021/1/11 19:38:31	25	24.9929	25	
158	2021/1/11 19:38:32	25	24.9918	25	
159	2021/1/11 19:38:33	25	24.9928	25	
160	2021/1/11 19:38:34	25	24.9926	25	
161	2021/1/11 19:38:35	25	24.9928	25	
162	2021/1/11 19:38:36	25	24.9925	25	
163	2021/1/11 19:38:37	25	24.9922	25	
164	2021/1/11 19:38:38	25	24.9925	25	
165	2021/1/11 19:38:39	25	24.9925	25	
166	2021/1/11 19:38:40	25	24.9926	25	
167	2021/1/11 19:38:41	25	24.9933	25	
168	2021/1/11 19:38:42	25	24.9954	25	
169	2021/1/11 19:38:43	25	24.9946	25	
170	2021/1/11 19:38:44	25	24.9947	25	
171	2021/1/11 19:38:45	25	24.9948	25	
172	2021/1/11 19:38:46	25	24.995	25	
173	2021/1/11 19:38:47	25	24.9965	25	
174	2021/1/11 19:38:48	25	24.9968	25	
175	2021/1/11 19:38:49	25	24.9982	25	
176	2021/1/11 19:38:50	25	24.9962	25	
177	2021/1/11 19:38:51	25	24.9948	25	
178	2021/1/11 19:38:52	25	24.9915	25	
179	2021/1/11 19:38:53	25	24.9892	25	
180	2021/1/11 19:38:54	25	24.9851	25	
181	2021/1/11 19:38:56	25	24.9834	25	
182	2021/1/11 19:38:57	25	24.9788	25	
183	2021/1/11 19:38:58	25	24.9745	25	
184	2021/1/11 19:38:59	25	24.9706	25	
185	2021/1/11 19:39:00	25	24.9675	25	
186	2021/1/11 19:39:01	25	24.9666	25	
187	2021/1/11 19:39:02	25	24.9655	25	
188	2021/1/11 19:39:03	25	24.9643	25	
189	2021/1/11 19:39:04	25	24.9654	25	
190	2021/1/11 19:39:05	25	24.9658	25	
191	2021/1/11 19:39:06	25	24.9646	25	
192	2021/1/11 19:39:07	25	24.9627	25	
193	2021/1/11 19:39:08	25	24.9619	25	
194	2021/1/11 19:39:09	25	24.9602	25	
195	2021/1/11 19:39:10	25	24.9584	25	
196	2021/1/11 19:39:11	25	24.9592	25	
197	2021/1/11 19:39:12	25	24.9595	25	
198	2021/1/11 19:39:13	25	24.9619	25	
199	2021/1/11 19:39:14	25	24.9618	25	
200	2021/1/11 19:39:15	25	24.9611	25	
201	2021/1/11 19:39:16	25	24.962	25	
202	2021/1/11 19:39:17	25	24.9624	25	
203	2021/1/11 19:39:18	25	24.9653	25	
204	2021/1/11 19:39:19	25	24.967	25	
205	2021/1/11 19:39:20	25	24.9692	25	
206	2021/1/11 19:39:21	25	24.97	25	
207	2021/1/11 19:39:22	25	24.9705	25	
208	2021/1/11 19:39:23	25	24.9731	25	
209	2021/1/11 19:39:24	25	24.974	25	
210	2021/1/11 19:39:25	25	24.9772	25	
211	2021/1/11 19:39:26	25	24.9786	25	
212	2021/1/11 19:39:27	25	24.9824	25	
213	2021/1/11 19:39:28	25	24.9827	25	
214	2021/1/11 19:39:29	25	24.985	25	
215	2021/1/11 19:39:30	25	24.9863	25	
216	2021/1/11 19:39:31	25	24.9881	25	
217	2021/1/11 19:39:32	25	24.9881	25	
218	2021/1/11 19:39:33	25	24.9885	25	
219	2021/1/11 19:39:34	25	24.9893	25	
220	2021/1/11 19:39:35	25	24.9888	25	
221	2021/1/11 19:39:36	25	24.9884	25	
222	2021/1/11 19:39:37	25	24.9883	25	
223	2021/1/11 19:39:38	25	24.988	25	
224	2021/1/11 19:39:39	25	24.9875	25	
225	2021/1/11 19:39:40	25	24.9886	25	
226	2021/1/11 19:39:41	25	24.9903	25	
227	2021/1/11 19:39:42	25	24.9902	25	
228	2021/1/11 19:39:43	25	24.9913	25	
229	2021/1/11 19:39:44	25	24.9916	25	
230	2021/1/11 19:39:45	25	24.9922	25	
231	2021/1/11 19:39:46	25	24.9924	25	
232	2021/1/11 19:39:47	25	24.9919	25	
233	2021/1/11 19:39:48	25	24.991	25	
234	2021/1/11 19:39:49	25	24.9926	25	
235	2021/1/11 19:39:50	25	24.992	25	
236	2021/1/11 19:39:51	25	24.992	25	
237	2021/1/11 19:39:52	25	24.9922	25	
238	2021/1/11 19:39:53	25	24.9939	25	
239	2021/1/11 19:39:54	25	24.9944	25	
240	2021/1/11 19:39:55	25	24.9954	25	
241	2021/1/11 19:39:56	25	24.9953	25	
242	2021/1/11 19:39:57	25	24.9939	25	
243	2021/1/11 19:39:58	25	24.993	25	
244	2021/1/11 19:39:59	25	24.9934	25	
245	2021/1/11 19:40:00	25	24.9955	25	
246	2021/1/11 19:40:01	25	24.9954	25	
247	2021/1/11 19:40:02	25	24.9954	25	
248	2021/1/11 19:40:03	25	24.9951	25	
249	2021/1/11 19:40:04	25	24.9947	25	
250	2021/1/11 19:40:05	25	24.9955	25	
251	2021/1/11 19:40:06	25	24.9961	25	
252	2021/1/11 19:40:07	25	24.9972	25	
253	2021/1/11 19:40:08	25	24.9963	25	
254	2021/1/11 19:40:09	25	24.9961	25	
255	2021/1/11 19:40:10	25	24.9962	25	
256	2021/1/11 19:40:11	25	24.9968	25	
257	2021/1/11 19:40:12	25	24.9971	25	
258	2021/1/11 19:40:13	25	24.9979	25	
259	2021/1/11 19:40:14	25	24.9967	25	
260	2021/1/11 19:40:15	25	24.9987	25	
261	2021/1/11 19:40:16	25	24.9992	25	
262	2021/1/11 19:40:17	25	24.9985	25	
263	2021/1/11 19:40:18	25	24.9977	25	
264	2021/1/11 19:40:19	25	24.997	25	
265	2021/1/11 19:40:20	25	24.9972	25	
266	2021/1/11 19:40:21	25	24.998	25	
267	2021/1/11 19:40:22	25	24.9978	25	
268	2021/1/11 19:40:23	25	24.9974	25	
269	2021/1/11 19:40:24	25	24.9991	25	
270	2021/1/11 19:40:25	25	24.999	25	
271	2021/1/11 19:40:26	25	25.0008	25	
272	2021/1/11 19:40:27	25	25.0018	25	
273	2021/1/11 19:40:28	25	25.0004	25	
274	2021/1/11 19:40:29	25	24.9998	25	
275	2021/1/11 19:40:30	25	24.9999	25	
276	2021/1/11 19:40:31	25	24.999	25	
277	2021/1/11 19:40:32	25	24.9988	25	
278	2021/1/11 19:40:33	25	24.9994	25	
279	2021/1/11 19:40:34	25	25	25	
280	2021/1/11 19:40:35	25	24.9991	25	
281	2021/1/11 19:40:36	25	24.998	25	
282	2021/1/11 19:40:37	25	24.9961	25	
283	2021/1/11 19:40:38	25	24.9968	25	
284	2021/1/11 19:40:39	25	24.9948	25	
285	2021/1/11 19:40:40	25	24.9933	25	
286	2021/1/11 19:40:41	25	24.9922	25	
287	2021/1/11 19:40:42	25	24.992	25	
288	2021/1/11 19:40:43	25	24.9931	25	
289	2021/1/11 19:40:44	25	24.9929	25	
290	2021/1/11 19:40:45	25	24.9941	25	
291	2021/1/11 19:40:47	25	24.9933	25	
292	2021/1/11 19:40:48	25	24.9925	25	
293	2021/1/11 19:40:49	25	24.9925	25	
294	2021/1/11 19:40:50	25	24.9926	25	
295	2021/1/11 19:40:51	25	24.9934	25	
296	2021/1/11 19:40:52	25	24.9939	25	
297	2021/1/11 19:40:53	25	24.9932	25	
298	2021/1/11 19:40:54	25	24.9944	25	
299	2021/1/11 19:40:55	25	24.9962	25	
300	2021/1/11 19:40:56	25	24.9988	25	
301	2021/1/11 19:40:57	25	24.9992	25	
302	2021/1/11 19:40:58	25	24.9989	25	
303	2021/1/11 19:40:59	25	24.9997	25	
304	2021/1/11 19:41:00	25	25.0002	25	
305	2021/1/11 19:41:01	25	24.9996	25	
306	2021/1/11 19:41:02	25	25.0021	25	
307	2021/1/11 19:41:03	25	25.0016	25	
308	2021/1/11 19:41:04	25	25.0013	25	
309	2021/1/11 19:41:05	25	25.0003	25	
310	2021/1/11 19:41:06	25	24.9993	25	
